highway,geometry,historic,name,name:ca,wikidata,wikipedia,barrier,addr:city,addr:housename,addr:housenumber,addr:postcode,addr:street,entrance,man_made,material,date,wheelchair,fee,name:de,name:fr,name:it,name:ru,name:zh,tourism,description,height,operator,start_date,website,access,building:material,disused,building,military,reservation,ruins,bunker_type,name:es,opening_hours,phone,ele,architect:wikidata,architect:wikipedia,archaeological_site,megalith_type,site_type,source,amenity,bottle,image,image:0,image:1,name:en,historic:civilization,note,wikimedia_commons,level,nodes,surface,government,name:etymology:wikidata,architect,castle_type,contact:email,contact:fax,contact:phone,end_date,name:ko,old_name,area,name:ja,name:pl,addr:province,fee:conditional,alt_name,building:levels,building:levels:underground,designation,roof:orientation,roof:shape,opening_hours:url,stars,contact:website,layer,heritage,heritage:operator,name:he,ref:whc,whc:inscription_date,network,building:shape,building:height,protection_title,protection_title:category,ref:bic,brand,rooms,building:architecture,capacity,ref,bridge,wall,building:use,check_date,ref:ipac,disused:building,construction_year,year_of_construction,brand:wikidata,brand:wikipedia,min_height,ways,office,type,construction_date,building:part,artwork_type,building:colour,email,fixme,facebook,twitter,information
,"POLYGON ((2.1969858 41.4202732, 2.1971439 41.420204, 2.1970605 41.4201025, 2.1969086 41.4201673, 2.1969858 41.4202732))",yes,Ca l'Arnó,Ca l'Arnó,Q18003340,ca:Ca l'Arnó,,,,,,,,,,,,,,,,,,,,,,,,,,,public,,,,,,,,,,,,,,,,,,,,,,,,,"[4281685179, 4281685166, 4281685153, 4281685162, 4281685179]",,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((2.1852386 41.3830817, 2.1856141 41.3831662, 2.1858421 41.383454, 2.18629 41.3833051, 2.1861977 41.3831546, 2.1861088 41.3830097, 2.1858823 41.3831139, 2.1856996 41.3829344, 2.1856489 41.3828846, 2.1852386 41.3830817))",archaeological_site,Baluard de Migdia i Muralla de Mar,Baluard de Migdia i Muralla de Mar,Q17587720,ca:Baluard de Migdia,,barcelona,,,08003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+3476544444,,,,,,,,,,,,,,,,,,"[4413469578, 4413469575, 4413469580, 4413469574, 4728014001, 4413469579, 4413469576, 4728014000, 4413469577, 4413469578]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((2.1349888 41.4136905, 2.135001 41.4136957, 2.1350355 41.4136894, 2.1350479 41.4136738, 2.1350643 41.4136808, 2.1350842 41.4136529, 2.1350683 41.4136457, 2.1350794 41.4136306, 2.1350703 41.4136073, 2.1350561 41.4136004, 2.1350646 41.4135891, 2.134999 41.4135609, 2.1349995 41.4135567, 2.1349985 41.4135509, 2.1349957 41.4135456, 2.1349908 41.4135409, 2.134987 41.4135379, 2.1349812 41.4135352, 2.1349746 41.4135336, 2.134965 41.4135334, 2.1349566 41.4135351, 2.1349488 41.4135387, 2.1349198 41.4135259, 2.1349083 41.4135225, 2.1348973 41.4135206, 2.134884 41.413522, 2.134873 41.4135242, 2.1348642 41.413529, 2.1348548 41.413537, 2.1348294 41.4135705, 2.1348215 41.413572, 2.1348135 41.4135756, 2.1348078 41.4135805, 2.1348045 41.4135867, 2.1348042 41.413594, 2.1348069 41.4135998, 2.1347856 41.4136279, 2.1348374 41.4136496, 2.1348293 41.4136603, 2.1349223 41.4136996, 2.1349363 41.4136808, 2.1349818 41.4137, 2.1349888 41.4136905))",castle,Hotel Torre Macaya *****,,,,,,,,,,,,,,,,,,,,,hotel,,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,"[6079527344, 6079528597, 6079527313, 6079528613, 6079527376, 6079528664, 6079528591, 6079528627, 6079527340, 6079527364, 4461858790, 6079527318, 6079527382, 6079527374, 6079527366, 6079527345, 6079528666, 6079528588, 6079527314, 6079528618, 6079528622, 6079527352, 4461858797, 6079528638, 6079528614, 6079528632, 4461858791, 6079528605, 6079528656, 6079527363, 6079528604, 6079527358, 6079527355, 6079528657, 6079528624, 6079527338, 4461858796, 6079527326, 6079527323, 4461858804, 4461858802, 4461858801, 6079527344]",,,,,palace,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,hotel,2023-04-25,,,,,,,,,,,,,,,,,,,
,"POLYGON ((2.057892 41.4165085, 2.0576444 41.4164894, 2.0576453 41.4163949, 2.0577188 41.4163934, 2.0577179 41.4162732, 2.0576539 41.4162696, 2.0576816 41.4161766, 2.0579269 41.4162167, 2.0578916 41.4163183, 2.0578763 41.4164097, 2.0578954 41.4164106, 2.0578908 41.4164504, 2.057892 41.4165085))",castle,Castell d'Olorda,Castell d'Olorda,Q11913006,ca:Castell d'Olorda,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,"[2334419348, 4463739038, 4463739029, 4463739028, 4463739020, 4463739019, 4463739012, 4463739016, 4463739023, 4463739032, 4463739033, 2334419347, 2334419348]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((2.1913448 41.4157934, 2.1914249 41.4157792, 2.1915697 41.4157502, 2.1915568 41.4157088, 2.1914741 41.4157224, 2.1914646 41.4156842, 2.1914017 41.4156907, 2.1913879 41.4156422, 2.1914017 41.4156384, 2.1913879 41.4155918, 2.1914829 41.4155802, 2.1915249 41.415575, 2.1915102 41.4155298, 2.1914714 41.4155339, 2.1912914 41.4155531, 2.1913043 41.4156532, 2.1913448 41.4157934))",yes,La Torre del Fang,,Q11952315,ca:Torre del Fang,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,"[4472868256, 4472868255, 4472868254, 4472868253, 4472868252, 4472868251, 4472868250, 4472868249, 4472868248, 4472868247, 4472868241, 4472868246, 4472868245, 4472868242, 4472868244, 4472868243, 4472868256]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"LINESTRING (2.1793799 41.3827167, 2.1793597 41.3827466, 2.1793303 41.3827915, 2.1792919 41.382781, 2.1792847 41.3827929, 2.179239 41.3828694, 2.1792696 41.3828798, 2.1792481 41.3829195, 2.1792123 41.3829087, 2.1791786 41.3829678)",yes,Muralla Romana,Muralla Romana,Q6928354,ca:Muralla romana de Barcelona,city_wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muralla Romana,,,,,,,,,,,,,,,Roman Wall,,,,,"[2264399585, 6066560689, 4172825420, 6066557329, 4172825421, 4172825422, 2264399582, 2264399584, 2264399583, 2264399586]",,,,,,,,,,,,,,,,,,,,,,,,,,,4,mecd,,,,,,,Bien de Interés Cultural,Conjunto histórico,RI-51-0000417,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"LINESTRING (2.1787287 41.3834264, 2.1787991 41.3833759, 2.1788293 41.3833985, 2.17888 41.3833639, 2.1788471 41.383337, 2.1789337 41.3832819, 2.1789436 41.383291, 2.1789595 41.38328, 2.1789798 41.3832952, 2.1790325 41.3832574, 2.1789941 41.3832339, 2.1790456 41.3831584, 2.1790864 41.3831741, 2.1791156 41.3831298, 2.1790781 41.3831163, 2.1791291 41.3830383, 2.1791643 41.3830523, 2.179197 41.383006)",citywalls,Muralla Romana,Muralla Romana,Q6928354,ca:Muralla romana de Barcelona,city_wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muralla Romana,,,,,,,,,,,,,,,Roman Wall,,,,,"[2264372352, 2264372350, 2264372351, 3950933367, 3950933366, 3950933364, 6080771521, 6080771520, 3950933365, 2264372343, 3950933363, 3950933361, 3950933362, 2264372340, 2264372338, 3950933359, 3950933360, 2264372334]",,,,,,,,,,,,,,,,,,,,,,,,,,,4,mecd,,,,,,,Bien de Interés Cultural,Conjunto histórico,RI-51-0000417,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"LINESTRING (2.1773796 41.3844088, 2.17728 41.3844729, 2.1772261 41.3845077, 2.1771972 41.3844836)",citywalls,Muralla Romana,Muralla Romana,Q6928354,ca:Muralla romana de Barcelona,city_wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muralla Romana,,,,,,,,,,,,,,,Roman Wall,,,,,"[2544790032, 3889098324, 2264354607, 3889098325]",,,,,,,,,,,,,,,,,,,,,,,,,,,4,mecd,,,,,,,Bien de Interés Cultural,Conjunto histórico,RI-51-0000417,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"LINESTRING (2.1751294 41.3838137, 2.1750962 41.3837861, 2.1751282 41.3837688, 2.1751051 41.3837498, 2.1750751 41.3837701, 2.1750429 41.383745, 2.1750465 41.383742, 2.1750066 41.3837077, 2.1750309 41.3836898)",citywalls,Muralla Romana,Muralla Romana,Q6928354,ca:Muralla romana de Barcelona,city_wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muralla Romana,,,,,,,,,,,,,,,Roman Wall,,,,,"[3887644925, 6053011500, 6053011487, 6053011505, 3887644917, 3887644920, 6053011498, 3887644916, 3887644912]",,,,,,,,,,,,,,,,,,,,,,,,,,,4,mecd,,,,,,,Bien de Interés Cultural,Conjunto histórico,RI-51-0000417,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"LINESTRING (2.1797597 41.3821407, 2.1797151 41.382122, 2.1797618 41.3820592, 2.1797672 41.3820575, 2.1797765 41.3820508, 2.1797798 41.3820461, 2.1797815 41.3820412, 2.1797819 41.3820335, 2.1797801 41.3820265, 2.1797749 41.3820193, 2.179764 41.3820124, 2.1797534 41.382009, 2.1797412 41.3820092, 2.1797288 41.3820127, 2.179716 41.3820217, 2.1796541 41.3819641)",citywalls,Muralla Romana,Muralla Romana,Q6928354,ca:Muralla romana de Barcelona,city_wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muralla Romana,,,,,,,,,,,,,,,Roman Wall,,,,,"[209088819, 4941719792, 4941719791, 6066560106, 4941719790, 6066560105, 6066560107, 4941719789, 6066560108, 4941719788, 6066560109, 4941719787, 6066560110, 4941719786, 4941719785, 4941719784]",,,,,,,,,,,,,,,,,,,,,,,,,,,4,mecd,,,,,,,Bien de Interés Cultural,Conjunto histórico,RI-51-0000417,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"LINESTRING (2.1763239 41.3846122, 2.1762373 41.3846247, 2.176229 41.3846488, 2.1761941 41.3846574, 2.1761601 41.3846467)",citywalls,Muralla Romana,Muralla Romana,Q6928354,ca:Muralla romana de Barcelona,city_wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muralla Romana,,,,,,,,,,,,,,,Roman Wall,,,,,"[1995543377, 3105402038, 1995543378, 3105402040, 3105402039]",,,,,,,,,,,,,,,,,,,,,,,,,,,4,mecd,,,,,,,Bien de Interés Cultural,Conjunto histórico,RI-51-0000417,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"LINESTRING (2.1754173 41.3839901, 2.1754043 41.3839797, 2.1754004 41.3839843, 2.1753956 41.383988, 2.1753909 41.3839904, 2.1753848 41.3839926, 2.1753762 41.3839945, 2.1753599 41.3839946, 2.175352 41.3839926, 2.1753469 41.3839907, 2.1753411 41.383989, 2.1753301 41.3839793, 2.1753274 41.3839755, 2.1753243 41.3839736)",citywalls,Muralla Romana,Muralla Romana,Q6928354,ca:Muralla romana de Barcelona,city_wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muralla Romana,,,,,,,,,,,,,,,Roman Wall,,,,,"[2264362974, 3884108076, 6053011496, 6053011503, 2264362981, 6053011499, 2264362983, 6053011492, 6053011501, 3887644938, 2264362982, 2264362980, 2264362978, 2264362977]",,,,,,,,,,,,,,,,,,,,,,,,,,,4,mecd,,,,,,,Bien de Interés Cultural,Conjunto histórico,RI-51-0000417,,,,,,,,,,,,,,,,,,,,,,,,,,,,
path,"POLYGON ((2.1829721 41.4269974, 2.1828568 41.4270155, 2.1827871 41.4270356, 2.1827361 41.4270859, 2.1827099 41.4271424, 2.1827073 41.4271927, 2.1827475 41.4272409, 2.1827924 41.427285, 2.1828575 41.4273033, 2.1829399 41.4273071, 2.1830365 41.4273031, 2.1838492 41.4272689, 2.183927 41.4272488, 2.1839813 41.4272148, 2.1840101 41.4271724, 2.1840209 41.427112, 2.1840155 41.4270618, 2.183978 41.4270155, 2.1839297 41.4269813, 2.1838552 41.4269654, 2.1829721 41.4269974))",yes,antiga pista dels llebrers,antiga pista dels llebrers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4992821632, 4992821635, 4992821630, 4992821638, 4992821621, 4992821636, 4992821637, 4992821633, 4992821634, 4992821631, 4992821640, 4992821627, 4992821625, 4992821624, 4992821641, 4992821629, 4992821628, 4992821623, 4992821626, 4992821622, 4992821632]",asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((2.1728751 41.3835303, 2.1728339 41.3835771, 2.1728374 41.3835777, 2.1727901 41.3836358, 2.1727861 41.3836345, 2.1727448 41.3836837, 2.1726631 41.3837809, 2.1724619 41.3839342, 2.1724478 41.3839242, 2.1724309 41.383912, 2.1723928 41.3839425, 2.172414 41.3839511, 2.1725198 41.3839937, 2.1725906 41.3840122, 2.172603 41.383999, 2.1726348 41.3840159, 2.1726901 41.3839538, 2.1726711 41.3839442, 2.1726937 41.3839186, 2.1727114 41.3839279, 2.1727182 41.3839202, 2.1727441 41.3838908, 2.1727758 41.3838531, 2.17276 41.3838446, 2.1727967 41.3838015, 2.1728133 41.3838087, 2.1728513 41.3837637, 2.1728273 41.3837507, 2.1728467 41.3837271, 2.1728712 41.3837401, 2.1729087 41.3836955, 2.1728751 41.383678, 2.1728901 41.3836591, 2.1729246 41.3836768, 2.1730056 41.3835807, 2.1729111 41.3835442, 2.1728751 41.3835303))",castle,,,Q81100478,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,"[5559625588, 5559625589, 5559625590, 5559625591, 5559625592, 5559625722, 5559625593, 5559625594, 3439181987, 5559625595, 5559625596, 3439181989, 5559625597, 5559625598, 5559625599, 5559625600, 5559625601, 5559625602, 5559625603, 5559625604, 5559625766, 5559625586, 5559625605, 5559625606, 5559625607, 5559625608, 5559625609, 5559625610, 5559625611, 5559625612, 5559625613, 5559625614, 5559625615, 5559625616, 5559625587, 10946111578, 5559625588]",,,,,palace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((2.1728194 41.3835063, 2.1727779 41.3834894, 2.1727416 41.3834747, 2.1726792 41.3835554, 2.1726995 41.3835657, 2.1726818 41.3835896, 2.1727186 41.3836072, 2.1726964 41.3836331, 2.1726544 41.3836145, 2.1726739 41.3835863, 2.1726588 41.3835796, 2.1726217 41.3836271, 2.1726482 41.3836394, 2.1726248 41.3836696, 2.1725987 41.3836576, 2.1725584 41.3837094, 2.1725894 41.3837237, 2.1725739 41.3837436, 2.1726164 41.3837658, 2.1726274 41.3837572, 2.1726429 41.3837419, 2.1727009 41.3836679, 2.1726982 41.383661, 2.1727367 41.3836118, 2.1727809 41.3835554, 2.1728194 41.3835063))",castle,,,Q81100478,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,"[5559625726, 10946111580, 5559625727, 5559625728, 5559625729, 5559625730, 5559625731, 5559625732, 5559625733, 5559625734, 5559625735, 5559625736, 5559625737, 5559625738, 5559625739, 5559625740, 5559625741, 5559625742, 5559625743, 5559625744, 5559625745, 5559625746, 5559625723, 5559625724, 5559625725, 5559625726]",,,,,palace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((2.1163501 41.3882831, 2.1165256 41.3883539, 2.1165229 41.3883577, 2.1165941 41.3883863, 2.1167817 41.3884616, 2.1167798 41.3884651, 2.116896 41.3885162, 2.1168701 41.3885511, 2.1168397 41.3885383, 2.1167599 41.3886433, 2.1167481 41.3886393, 2.1167152 41.3886852, 2.116778 41.388711, 2.1167875 41.3887095, 2.1167905 41.3887143, 2.1167976 41.3887218, 2.116807 41.3887282, 2.1168124 41.3887307, 2.1168185 41.3887331, 2.1168248 41.3887349, 2.1168314 41.3887362, 2.1168383 41.3887369, 2.1168457 41.388737, 2.1168541 41.3887364, 2.1168543 41.3887445, 2.1169203 41.3887705, 2.1169543 41.3887221, 2.116936 41.3887149, 2.1170113 41.3886094, 2.1169781 41.3885955, 2.1170025 41.3885617, 2.1170545 41.3885825, 2.1170065 41.3886495, 2.1170123 41.3886519, 2.1169814 41.3886948, 2.1170387 41.3887181, 2.117044 41.3887107, 2.1171317 41.3887463, 2.1171067 41.3887812, 2.1171866 41.3888137, 2.1172088 41.3887826, 2.1178791 41.3890548, 2.1179044 41.3890188, 2.1178691 41.3890045, 2.117936 41.3889112, 2.117886 41.3888909, 2.1178668 41.3889177, 2.1178092 41.3888943, 2.1178295 41.3888659, 2.1177765 41.3888443, 2.1177361 41.388903, 2.1177096 41.3889383, 2.1172459 41.3887494, 2.117246 41.3887408, 2.1172445 41.3887332, 2.1172426 41.3887261, 2.1172384 41.3887198, 2.1172333 41.388715, 2.1172276 41.3887107, 2.1172287 41.3887039, 2.1171 41.3886501, 2.1171284 41.3886126, 2.1171321 41.3886068, 2.1173471 41.3886918, 2.1173199 41.3887306, 2.1175076 41.3888073, 2.1175404 41.388764, 2.1175592 41.388771, 2.1176176 41.3886885, 2.1176326 41.3886951, 2.1176382 41.3886971, 2.1176455 41.388699, 2.1176512 41.3886995, 2.1176566 41.3886995, 2.1176623 41.3886991, 2.117674 41.3886962, 2.1176835 41.3886915, 2.1176886 41.3886874, 2.1176916 41.3886843, 2.1176945 41.3886803, 2.1176969 41.3886751, 2.1176979 41.3886694, 2.1176977 41.3886631, 2.1176966 41.3886574, 2.1176939 41.3886525, 2.1176905 41.3886478, 2.1176858 41.3886435, 2.1176745 41.3886372, 2.1176593 41.3886315, 2.1177284 41.3885385, 2.1175171 41.3884536, 2.1175332 41.3884312, 2.1174693 41.3884059, 2.1174881 41.3883784, 2.1174489 41.3883628, 2.1174299 41.3883904, 2.1173567 41.3883615, 2.117351 41.3883681, 2.117336 41.3883833, 2.1173291 41.3883888, 2.1173211 41.3883936, 2.1173121 41.3883984, 2.1173022 41.3884019, 2.1172925 41.388405, 2.1172826 41.3884071, 2.1172726 41.3884086, 2.1172623 41.3884094, 2.1172518 41.3884093, 2.1172407 41.3884084, 2.1172296 41.3884066, 2.1172181 41.3884041, 2.1172072 41.3883994, 2.1172104 41.3883951, 2.11712 41.3883585, 2.1171468 41.388321, 2.1170847 41.3882957, 2.1170568 41.388333, 2.1169689 41.3882974, 2.1169658 41.3883016, 2.1169608 41.3882997, 2.1169512 41.3882953, 2.1169366 41.3882858, 2.1169258 41.388276, 2.1169218 41.3882706, 2.1169172 41.3882635, 2.1169135 41.3882557, 2.116911 41.3882492, 2.1169092 41.3882424, 2.1169085 41.3882285, 2.1169095 41.3882213, 2.1169113 41.3882133, 2.1169138 41.3882072, 2.1169171 41.3882007, 2.1169211 41.388195, 2.1169177 41.3881936, 2.1169245 41.388184, 2.1168572 41.3881567, 2.116876 41.3881276, 2.1168327 41.3881103, 2.1168124 41.3881387, 2.1167411 41.3881098, 2.1167382 41.3881147, 2.1167357 41.3881182, 2.1167253 41.3881252, 2.1167206 41.3881268, 2.1167156 41.3881276, 2.1167111 41.388128, 2.1167022 41.3881274, 2.1166971 41.3881259, 2.1166923 41.3881239, 2.1166901 41.3881269, 2.1165132 41.3880538, 2.1164726 41.388037, 2.116444 41.3880763, 2.1164322 41.3880752, 2.1164207 41.3880755, 2.1164079 41.3880765, 2.1163973 41.3880782, 2.1163776 41.3880831, 2.1163678 41.3880867, 2.1163595 41.3880906, 2.11635 41.3880958, 2.1163423 41.3881008, 2.116335 41.3881067, 2.1163287 41.3881124, 2.1163189 41.388125, 2.116313 41.3881334, 2.1163096 41.3881409, 2.1163076 41.3881472, 2.1163043 41.3881617, 2.1163043 41.3881765, 2.1163062 41.388185, 2.1163089 41.3881937, 2.1163141 41.3882044, 2.1163263 41.3882219, 2.1163348 41.3882297, 2.1163086 41.3882664, 2.1163501 41.3882831))",castle,Palau Reial de Pedralbes,Palau Reial de Pedralbes,Q1815135,ca:Palau Reial de Pedralbes,,,,,,,,,,,,,,,,,,,,,,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6049964706, 6049964546, 6049964576, 6049964559, 6049964563, 6049964691, 6049963572, 6049964819, 6049964565, 6049964548, 6049964701, 6049964584, 6049964687, 6049964730, 6049964517, 6049964545, 6049964843, 6049964492, 6049964500, 6049964829, 6049964488, 6049964551, 6049964750, 6049964758, 6049964722, 6049964763, 6049964735, 6049964737, 6049964717, 6049964760, 6049964754, 6049963578, 6049964770, 6049964719, 6049964724, 6049965024, 6049964567, 6049964714, 6049964690, 6049965015, 6049964823, 6049965012, 6049964859, 6049964777, 6049964778, 6049964749, 6049965014, 6049964578, 6049964884, 6049964693, 6049964883, 6049965027, 6049964509, 6049964526, 6049964686, 6049965030, 6049964813, 6049964782, 6049965028, 6049964776, 6049964788, 6049964780, 6049964990, 6049964863, 6049964798, 6049963584, 6049964723, 6049965019, 6049964807, 6049964853, 6049964804, 6049965008, 6049964487, 6049964544, 6049964747, 6049964832, 6049964842, 6049964837, 6049964827, 6049964736, 6049964515, 6049964830, 6049964781, 6049964841, 6049964856, 6049964543, 6049964553, 6049964716, 6049964542, 6049964794, 6049965005, 6049965011, 6049964507, 6049964854, 6049965017, 6049964524, 6049964875, 6049964744, 6049964549, 6049964874, 6049964826, 6049964753, 6049964838, 6049963582, 6049964786, 6049964846, 6049964726, 6049965018, 6049963575, 6049964836, 6049964574, 6049964882, 6049964502, 6049964800, 6049964787, 6049964688, 6049964697, 6049964709, 6049964820, 6049964512, 6049964855, 6049964490, 6049964849, 6049964513, 6049965002, 6049964821, 6049964808, 6049964506, 6049964705, 6049964822, 6049963580, 6049964797, 6049964771, 6049964824, 6049964812, 6049964772, 6049964775, 6049964862, 6049964783, 6049964792, 6049964779, 6049964860, 6049964880, 6049964727, 6049964857, 6049964802, 6049964834, 6049964766, 6049964876, 6049964865, 6049964520, 6049964522, 6049964839, 6049964742, 6049964803, 6049964858, 6049964817, 6049964796, 6049965003, 6049964806, 6049964870, 6049964790, 6049964556, 6049964564, 6049964692, 6049964538, 6049964529, 6049964814, 6049964700, 6049964504, 6049964710, 6049964704, 6049964703, 6049964993, 6049964869, 6049964877, 6049964581, 6049964706]",,,,Eusebi Bona i Puig,palace,,,,,,,,,,,,Palau de Pedralbes;Palau Reial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,
,"POLYGON ((2.1788221 41.3833155, 2.1788153 41.3833208, 2.1787737 41.3833489, 2.1787392 41.3833231, 2.1786859 41.3832833, 2.1788226 41.383179, 2.178811 41.3831683, 2.178778 41.3831379, 2.1787666 41.3831458, 2.1787537 41.3831548, 2.1787228 41.3831808, 2.1787136 41.3831895, 2.1786662 41.3832251, 2.1786049 41.3832713, 2.1786336 41.3832936, 2.1785926 41.383324, 2.178578 41.3833107, 2.1785637 41.3833204, 2.1785609 41.383318, 2.1785467 41.3833276, 2.1785711 41.3833509, 2.1785378 41.3833742, 2.1785519 41.3833858, 2.1786281 41.3834469, 2.1785528 41.3834955, 2.1784605 41.383431, 2.1784331 41.3834499, 2.1784467 41.3834567, 2.1784909 41.3834793, 2.1785331 41.3835082, 2.1784943 41.383534, 2.1785344 41.3835675, 2.1785546 41.3835867, 2.1785817 41.3835682, 2.1787562 41.3834486, 2.1787287 41.3834264, 2.1787991 41.3833759, 2.1788293 41.3833985, 2.17888 41.3833639, 2.1788471 41.383337, 2.1788221 41.3833155))",castle,Palau Requesens,Palau Requesens,Q18005344,ca:Palau Requesens,,,,,,,,,,,,,,,,Дворец Рекесенс,,,,,,,,,,,public,,,,,,,,,,,,,,,,,,,,,,,,,"[6052329886, 6052329184, 6052329892, 6052329988, 6052329986, 6052329663, 6080771524, 6052329180, 6052329508, 5924253699, 6052329112, 6052329642, 6052329652, 6052329615, 6052329902, 6052329893, 5924253701, 5924253702, 5924253703, 5924253706, 6052329641, 6052329610, 6052329625, 6052329633, 6052329636, 6052329133, 6052329597, 6052329605, 6052329141, 6052329600, 6052329150, 6052329162, 6052329142, 6052329509, 2264372354, 2264372352, 2264372350, 2264372351, 3950933367, 3950933366, 6052329886]",,,,,palace,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"POLYGON ((2.2003654 41.4045687, 2.2004018 41.4045468, 2.2003736 41.4045205, 2.2003372 41.4045424, 2.2003654 41.4045687))",yes,,,,,,,,,,,,chimney,,,,,,,,,,,,,,,,,brick,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6052932403, 6052932402, 6052932401, 6052932400, 6052932403]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"LINESTRING (2.1748985 41.3836102, 2.1748791 41.3835932, 2.1749304 41.3835691, 2.1748916 41.383535)",citywalls,Muralla Romana,Muralla Romana,Q6928354,ca:Muralla romana de Barcelona,city_wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muralla Romana,,,,,,,,,,,,,,,Roman Wall,,,,,"[6053011310, 3887644901, 3887644898, 3887644892]",,,,,,,,,,,,,,,,,,,,,,,,,,,4,mecd,,,,,,,Bien de Interés Cultural,Conjunto histórico,RI-51-0000417,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"LINESTRING (2.1750309 41.3836898, 2.174986 41.3836512, 2.1750031 41.3836402, 2.1749762 41.383617, 2.1749591 41.3836281, 2.1749539 41.3836236, 2.174931 41.3836387, 2.1748985 41.3836102)",citywalls,Muralla Romana,Muralla Romana,Q6928354,ca:Muralla romana de Barcelona,city_wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muralla Romana,,,,,,,,,,,,,,,Roman Wall,,,,,"[3887644912, 6053011300, 6053011304, 6053011308, 6053011301, 3887644903, 3887644906, 6053011310]",,,,,,,,,,,,,,,,,,,,,,,,,,,4,mecd,,,,,,,Bien de Interés Cultural,Conjunto histórico,RI-51-0000417,,,,,,,,,,,,,,,,,,,,,,,,,,,,
